text,true_label,predicted_label,confidence,true_prob
hit list jew site called jew watch let find link specialises keeping eye jewish activity used reference site anti semite world around jew watch make point make sure circumstance list someone cannot confirm jewish stormfront white supremist web forum us jew watch time criterion inclusion list british jew criterion used jew watch criterion designed anti semite criterion aimed hurting jew jewish community criterion allow anyone considered jew linkage jewish community race religion culture normal criterion used father jewish per jewish community standard jewish forth wikipedia whole certain criterion verifiability criterion applied list changed purely jewish list whilst slim virgin friend claimed order stop muslim terrorist plainly true worried terrorist strapping bomb body blowing jew list exist especially try focus real jew wikipedia changing rule purely push anti semetic point view slim virgin go around claiming others oppose neo nazi ignoring strong tie jewish community unable answer question religious hatred person supported muslim pov pusher written vehement anti semetic text throughout wikipedia slim virgin catalyst banning people opposed islamofascists slim virgin anti semite right would encourage deletion list run anti semite used harm jewish people time slim virgin banned editing related page dangerous continue page encouraging hatred jew,0,1,0.9683592,0.031640813
fly away grow classic bullying threat petulant silencing praying hiatus laughing,1,0,0.99360484,0.0063952077
seriously find flattery posted doubt sorry offened maybe keep diaper people stuff since great run president,0,1,0.99940276,0.0005972076
flirt indefinite block reason extended block made joke unblock contact another admin appeal,0,1,0.9943867,0.0056133117
edit link close bottom page question user suburban hobbit,1,0,0.9766734,0.023326602
immature comment prof belong position vendetta,1,0,0.9859304,0.014069593
discussion thousand come gawk get answer uninformed non expert stay home leave page alone right churn butter page business know nothing old,0,1,0.989364,0.01063593
cookie monster chin,1,0,0.99316037,0.0068396498
cool seem like really cool guy burst laughing sarcasm,0,1,0.9986444,0.001355552
sock single purpose actcount created miutes ago know use wikimark already look legit writing random crap user page almost certainly abusive sock trying get around cause others checkuser enlightening quite sure crated user page wrote someting talk page avaoid red link within one minute made edit wanted almost certainly scokputter established user deleted user know exactly minute edit designed tempt violating make imposible keep appropriate tag article think know either sock meatpuppet established user involved editing article,0,1,0.73261607,0.26738387
teaching small lesson get mess others opinion one deletion somebody viewpoint spend rest editing career undoing,1,0,0.54072547,0.45927462
saying sick abuse indicates impatience inflammatory simply stating personal attack please get point across without ruffling feather,1,0,0.8471228,0.15287721
isi love liying fbi cia going take cause terrorist,1,0,0.9900383,0.009961797
health issue health issue keeping away sick stomach exposed corruption,1,0,0.9307376,0.06926232
posted stuff wikipedia help desk jerk guy need advice figured know,1,0,0.9918727,0.008127268
troll several time give except remove sufficient evidence double standard,0,1,0.99110514,0.008894793
black dominican american highest proportion black hispanic group especially one drop rule standard african,1,0,0.5149036,0.4850964
revenge messing talk page season,0,1,0.99519736,0.004802671
lev yashin allusion section wonder reason yashin included damn music,0,1,0.99934953,0.0006504543
cannot continue block based written user page noone access write whatever please freedom speach police officer cannot arrest someone say going commit crime nothing warrant blocking oligarchists,0,1,0.98717934,0.012820647
blocked change anything shill gamer game,0,1,0.99329317,0.0067068073
please look wikipedia dick thank,1,0,0.9999386,6.1414954e-05
okie dokie way,1,0,0.9883011,0.011698835
another fine point multiple editor keep beating horse perhaps dead talk,1,0,0.55183417,0.44816586
